,Caption,Comments,Likes,Username,lat,lon,Short Name,Country,tagged_Users
402,Street art.☀️#myphoto 📷🎨 #streetart #art #italy #streetphotography #graffiti #photography #street #photooftheday #streetstyle #urbanart #instagood #travel #italia #picoftheday #love #urban #murales #graffitiart #milano #artist #rome #arte #photo #roma #architecture #artwork #wall #streetarteverywhere #mural,0,11,giu.calone,36.75195180000001,-95.9410432,Suite 200,United States,no mention
403,"Grazie a @short_stuff_gee 📸
• • • • • •
Sardinian Walls by @alessio_bolo_bolognesi 🦌🐝🍓
.
.
.
#walls #streetart #streetartlovers #streetarteverywhere #streetartsardegna #mural #graffiti #urbanart #urbanwalls #sangavinomonreale #sardegna
#nonsolomuralessangavino #non_solo_murales_san_gavino #alessiobolognesi #bolo #streetart #igerscagliari #igersardegna #visitsardinia #volgosardegna #visitsudsardegna #visitsangavino #ioscelgolasardegna",0,13,non_solo_murales_san_gavino,39.5482904,8.789437699999999,San Gavino Monreale,Italy,no mention
407,"“STAY” IS OUT ON BANDCAMP! Today 100% of Profits Will Go Directly To The Artists! Special Thank You’s To @cupcake_drew @gmccauley_drums @rwebbdrums @turtletraks @headroomphiladelphia and Ryan Shwabe For Making This Possible! Link In To Our Bandcamp In The Bio ❤️ ❤️ ❤️ 💫 💫 💫 
.
.
.
#music #selfie #kirby #hat #feelingmyself #feelinggood #stay #indie #diy #maskup #philly #streetart #mural #southphilly #italianmarket #oldneighborhood #bandcamp #bandcampfriday #instagood #love #photooftheday #glow #blue #nofilter",0,1,shootthemessengerofficial,33.2000368,-117.2425355,Vista,United States,no mention
412,":
SETH, La Balançoire, 2017
Signé et numéroté par l’artiste
62.5 x 47 cm, édition de 250 exemplaires
👉 DM pour plus d’infos 
-
#sethglobepainter #figurativeart #recollectionsart #galerieopenspace  #urbanart #steeetart #offsetprint",0,2,_re_collections,40.7831794,-105.2143755,Eagle Nest Open Space,United States,no mention
414,"🗾
.
.
.
.
.
.
.
.
.
.
.
#architecture #architectureporn #architecturelovers #architecturephotography #architectures #building #buildings #buildingporn #architexture #instagramanet #instatag #city #citylife #cityscape #citylights #cityofbones #citybestpics #cityview #skyscraper #skyscrapers #urban #urbanart #urbandecay #urbanoutfitters #urbanwalls #abstract #lines #style #geometric",0,6,realnikitaashmarin,-40.900557,174.885971,NZ,New Zealand,no mention
415,"Spectacle vibrations dans la cour d’honneur du Palais des Papes...✨
.
.
.
.
#avignon #medieval #nature #photography #night #travel #architecture #streetart #montpellier #street #strasbourg #rouen #larochelle #lyon #toulouse #bordeaux #marseille #porto #lille #moscow #prague #london #madrid #amsterdam #rome #barcelona #berlin #oslo #copenhagen #flowers",0,26,avignon.fr_,46.227638,2.213749,FR,France,no mention
416,"-Gel çay söylim
#35mm
.
.
.
#istanbul #streetportrait #streetphotographer #streetphotographyinternational #streetphotography #streetart #shadowhunters #filmphotography #filmisnotdead #nikonf3 #fujifilm #superia400",0,15,dmirkaan.cr2,41.0082376,28.9783589,İstanbul,Turkey,no mention
419,"#torneremoastareinsieme e ammirare le opere in mostra come nel #2019 quando abbiamo avuto in mostra la #streetart la collettiva degli artisti #2501, @jefaerosol , @paolobuggiani , @jonone_156 , @latlas_art , @xmarkjenkinsx , @miazbrothers , @obeygiant e @stenlex. Torneremo a stare insieme così da brindare e festeggiare. Ma per poterlo fare solo se insieme rispettiamo tutte le regole: #mascherina #gelogienizzante e #distanziamentosociale",0,10,frantoio_ristorante_capalbio,42.4533917,11.4237185,Capalbio,Italy,no mention
420,"Asleep in Paris.

#instagram #photography #photoshoot #photo #streetphotography #streetphotos #contemporaryphotography #contemporaryphoto #streetsgrammar #streetstyle #streetportrait #urbanandatreet #gramslayers #moodygrams #hypebeast #noir_vision #instagood #paris #parisstreets #france #franceparis #parismood #streetphoto #streetleaks #urbanphotography #streetart",0,5,avik.borah,40.5853134,-98.38832579999999,528,United States,no mention
421,"Its Friday then Saturday, Sunday what...

#onelifenorefund #miami #whotel #thew #streetart #kennyscharf #fashion #realestate",0,5,giovanni_vasquezpa,25.790654,-80.1300455,Miami Beach,United States,no mention
422,"[TheLoveWeShare]
Sharing love is one of the most important things we can gift 🎁 to other people. These two amazing people did that for me and shared their love with me. I’d like to thank you both 🙏 for your spontaneity! Take care you two and lots of love 🖤🤍
.
.
.
———————————————
I’m a @canondeutschland photographer and #liveforthestory of the moment expressed in timeless pictures.
📸 Shooting with @canon5dmark4
📷 Her name: “MAXXIS”
Lens used: canon 24-70mm f4.0
———————————————
#streetphotography #street #streetview #colourful #rgb #urbanandstreet #streetart #art #urbanphotography #citygrammers #picoftheday #creativeoptic #cityphotography #streetscene #citykillerz #shoot2kill #streetdreamsmag #streetshared #photocinematica #streetleaks #cinematography #cinematographer #cinematicphotography #cinematic #photographylover #photooftheday #wuppertal #wuppertalmeinestadt",0,7,woodnstone_photography,51.165691,10.451526,DE,Germany,no mention
423,Sometimes close-ups are like their own little painting. ❤🤍💙 #streetart #trash #spraypaintart  #dianerios,0,1,dirios8,43.8041334,-120.5542012,OR,United States,no mention
424,"Street Art in Via Pontano, Milano
.
.
.
#streetart #graffiti #Milano #nolo #underground #railway #artsforartssake",0,2,rezen_,26.5560092,-80.20697779999999,8075,United States,no mention
425,#welcome #jerseycity mural by @cc_princess_cupcake #jcmap #muralart,0,3,jbrophoto,40.7323669,-74.06367999999999,Path Plaza,United States,no mention
426,"Easter weekend is here! gearing up for the long weekend- laundry, house cleaning, packing orders and I’ve got the weekend to chill and eats as much Easter cakes as my body will allow 🤩 

We hope this Easter holiday fills your home with peace, joy and hope of a renewed and beautiful life ahead 🤍

#laleteam 

#woveninterior #easter2021 #goodfriday #easterdecor #easterart #lovediy #woventextiles #homdecor #homedesigns #scandistyle #nordicstyle #bobbiny #springishere #photooftheday #macrame #muralart #photography #dziewczynykfs #polscytworcyrekodziela #fiberart #galeria_rekodziela #tapestryloom #yarnart #cottonstring #bunnyoftheday",0,5,laleteam,51.919438,19.145136,PL,Poland,no mention
431,"Creating abstract forms is my ❤️. A splash of colour to brighten up any room.
°
°
°
°
°
°
°
°
°
°
°
°
°
Illustratorsoninstagram#femaleillustrator#illustrationart#wallart#wallmural#illustration_best#procreateillustration#illustratorsketchbook#interiordesign#renovation#illustratordaily#digitalillustrator#illustrationtoday#blackillustrators#renovationsmelbourne#housedesign#freelanceillustrator#illustratortips#shinypurpleclover#southafricanillustrator#architecture #graphicdesign#muralart#graphicdesignbook#sketchaday",0,5,shinypurpleclover,-8.783195,34.508523,Africa,None,no mention
432,"Hello les animaux 🐱🐻🐮🐷🐼

C’est parti pour Zoo United Wall, la plus grande fresque participative d’Europe réalisée par un artiste mystère quelque part dans la Métropole de Lyon jusqu’au 3 Septembre 2021. 

Pour réserver votre tag ou en savoir plus, c’est par ici ⬇️

Lien en bio ou 
https://zoounitedwall.seetickets.com/event/zoo-united-wall/region-lyonnaise/1818889

Ça va être chanmé !!!

#zooartshow #zoounitedwall #tag #writing #graffiti #spray #fresque #mural #mystere #bouledegomme #dictee #punition #collaboration #participation #ensemble #lyon #france",0,4,zoo_art_show,46.227638,2.213749,FR,France,no mention
434,"Murales personalizados ✨
Murales hechos a la medida que necesites, con los dibujos y frases de tu preferencia.
El mural está compuesto por rectángulos tamaño carta lo que permite quitar y poner los de tu elección. 

#decoracionhabitacion #lettering #arte #cartago #typography #handlettering #caligraphy #handwriting #design #designinspiration #diseñocartago #decoracioncartago #mural #muralesdecorativos #muralcartago #ilustracionpersonalizada #colombia #negocioscartago",0,1,lettering.sofi,3.8008893,-76.64127119999999,Valle del Cauca,Colombia,no mention
437,"This one’s been over a year in the making. Painted by @stangerprojects for Phoebe Hearst Elementary School. Big thanks to @hello_flourish for making this happen & for helping me incorporate so many things that are meaningful to the students, staff & parents of this school. This will be an awesome greeting to the students when they return to in-person learning.

#design #illustration #mural #handpainted #muraldesign #K8 #education #school #campus #campusart #art #designer #illustrator #muralist #painter #916 #sacramento #eastsac #eastSacramento #visitsacramento",0,3,lilytherens,32.7837618,-117.0643048,6230,United States,no mention
439,#gdanskzaspa #poland #housingestate #mural #sky #clouds,0,2,kajkabe,54.3964051,18.6017673,Zaspa,Poland,no mention
440,"Hopping into Easter weekend like...

📸 // @reyesvicky
🦋 // @artbyjessicajones

#heyconway #conwayarkansas #conwayar #wonderfularkansas #explorearkansas #visitarkansas #arkansas #thisismysouth #thenaturalstate #igersarkansas #ig_ar #celebrate501 #DowntownConway #YourPlaceIsHere #MainStreetArkansas #mural #butterfly #art",0,3,conwayarkansas,35.20105,-91.8318334,AR,United States,no mention
441,"El @refugio_animal_holbox también tiene su mural!
Este lugar tan especial de la isla, cuida de los animalitos que necesitan ayuda!!
Y tu también puedes ayudar!! Como?
- donando para comprar alimentos
- comprando recuerdos o accesorios para tus perrihijos
- sacando a pasear lomitos y regalandoles una tarde de playa
- ADOPTANDO UN PERRITO O GATITO
Gracias @batucaa por la foto!!!
—
#murales #mural #grafitti #arte #artemexicano #mexico #holbox #islaholbox #holboxisland #cervezaartesanalmexicana #cerveza #beer #coconut #animales #perros #gatos #refugio #shelter #perrihijos #lomitos #perritos #ayudar #help",0,7,laholboxena,21.5308421,-87.2866995,Isla Holbox,Mexico,no mention
443,#riverlea #easterwalk #london #urbanart,0,1,felixng,42.4657419,-83.87664559999999,Lakelands Trail Trailhead,United States,no mention
445,Soda Bar & Grille. #ontheroad #roadtrip #streetscene #rustbelt #sign #abandoned #urbandecay #urbanart #flakphotorecs #faded #allianceohio #backstreet #ghostsign,0,1,rich5015,40.4172871,-82.90712300000001,OH,United States,no mention
446,"Shadows on the bridge
.
.
.
.
.
.
.
.
#ostrava #sunshine #sunnyday #sun #shadow #shadowhunters #bridge #blue #coloroftheday #bluesky #tree #trip #walk #naturephotographer #naturephotography #urbanart #stripes #railing #explore #czechrepublic #fotimecesko #fotimemobilem #milujememoravu #samsungphotography #fotkyplnekysliku #landscapephoto #art_accidentally #art #photography #minimal_perfection",0,4,mgrundelova,49.81749199999999,15.472962,CZ,Czechia,no mention
447,Andy Warhol by @adultremix 💛🖤🔥(👈🏼) #streetart #urbanart #streetartphotography #streetartlovers #köln #cologne #streetartcologne #gold #colognestreetart #streetartgermany #popart #warhol #andywarhol #adultremix,0,14,onuschka,38.9144818,-77.0888434,4645,United States,no mention
448,"You do not know the first note of the music that moves me...

#global_urbex #urbexhero #urbex #urbex_supreme #urbexworld #urbexplaces #urbanexplorer #abandoned #abandonedplaces #the_urbex_institute #urbanexploration #urbanart #urbanphotography #lostplaces  #streetphotography #urbexphotography #discarded_butnot_forgotten #renegade_abandoned #anonymousbando #urbex_utopia #abandoned_junkies #urbanexploring #abandonedafterdark #grime_lords #savethedecay #decay #abandoned_excellence #ig_urbex #abandonedcentral #all_is_abandoned",0,7,txackytxack,45.45503,-73.7099624,3410,Canada,no mention
453,"New Print Release:

Obey Gaint (@obeygiant): Endless Nameless
Available on Tuesday, April 6th @ 10 AM PDT at https://store.obeygiant.com/collections/prints
.
.
.
18 x 24 inches
Screen print on thick cream Speckletone paper.
Signed & Numbered by Shepard Fairey. 
Edition of 650
$85.
.
.
.
.
.Follow @galleryauximenes to receive street art news and check amazing artworks available through the Link in bio.  Or email  us at gallery.auximenes@gmail.com 
.
.
.
#galleryauximenes #artnews  #artnew #artprint #artrelease #artforsale #contemporaryart  #edition #fineartgiclee  #fineartprints #graffitiprints  #gicleeprint  #hypebeastart #highsnobiety #limitededitionprints #limitededition #printrelease #print #streetartprints  #streetart  #newprintrelease  #newprint #urbanart  #urbanartreleases #obey #obeygiant #shepardfairey #Kurtcobian #nirvana",0,3,gallery.auximenes,35.7595731,-79.01929969999999,NC,United States,no mention
454,"Déjeuner entre ombre et lumière
.
#paris #parisjetaime #france #parismonamour #parisphoto #igersparis #parismaville #paris_focus_on #parisian
#streetart #urbanart #streetarteverywhere #graffiti #art #graffitiphotoofthedayart #streetartistry #streetartphotography #streetartist #streetart_daily
#photography #photographie #photographer #photo #photographies #nature # #photographier #streetphotography",0,8,3m__street,45.5322472,-73.60684440000001,221,Canada,no mention
455,"vetrina ciclabile
.
.
.
#torino #streetphotography #street #streetphoto #streetphoto_bw #blackandwhite #vscocam #graffiti #monochrome #streetart #art #bnw #streetartistry #urban #wall #bnw_life #instagraffiti #blackandwhitephotography #bnw_city #bnw_demand #streetphotography_bw #streetshot #urbanart #rochebobois",0,40,n2r_outdoor_,41.87194,12.56738,IT,Italy,no mention
456,"Jolie découverte de la superbe Exposition à ciel ouvert, afin de rendre l'Art accessible à tous. 
Avec la fermeture des Musées depuis plus d'un an à cause de la crise sanitaire et de la Covid-19, le Projet Murséum a été imaginé et concrétisé à l'initiative de l'Artiste Street Art Masha, afin de faire découvrir des magnifiques Œuvres Street Art, réalisées par plusieurs Street Artistes Talentueux, sur les murs à découvrir dans la ville de Lyon @mashamagosia 
Superbe Illustration et beau collage original au dessus d'un digicode, représentant un joli Poignard dessiné en noir et blanc. 
Magnifique Œuvre Street Art et jolie création artistique originale, réalisée par l'Artiste Zalex Dode à Lyon @boun.ka
#lyon#streetart#art#oeuvre#murséum
#illustration#collage#stencil#poignard
#blackandwhite#wall#artist#bounka
#urbanart#wallart#dessin#collageart
#exhibition#outside#mural#arturbain
#artderye#streetarteverywhere#artwork
#bloginlyon#streetphotography#streetartlyon
#igerslyon#lyoncity#igersfrance",0,6,lulu_la_tortue,45.1695797,5.4502821,RA,France,no mention
458,"Black kitty sighting 🐈‍⬛ 

#blackcat #gatonegro #stencilart #sidewalk #sidewalkart #streetart #bernalheights #sanfrancisco #bayarea",0,2,isabellamelocoton,37.7749295,-122.4194155,SF,United States,no mention
462,"Stencil cut...

#newstencil #newcut #art
#artist #stencilart #stencils #streetart #stenciloncanvas #stenciloninstagram #artoninstagram #artartart
#artistlife #lifestyle #artlife #orange #orangecolor #firstcolour",0,4,leon_gsk,45.1,15.2000001,HR,Croatia,no mention
464,"LAS CALLES HABLAN😔🕯️

#cargobike #bogota #bogotaenbici #enbiciesmejor #bicicargo #SOSColombia #muralismo #streetart #graffiti",0,7,tenkargo,5.026002999999999,-74.0300122,Cundinamarca,Colombia,no mention
465,Stickers by @duggyworld #streetart #streetartlyon,0,4,miss_pretty_little_things,45.77955069999999,4.8274481,La Croix-Rousse,France,no mention
466,#colors #art #arte #acrylicpainting #streetart,0,2,matzestrada,19.4326077,-99.133208,México D.F.,Mexico,no mention
467,"hippie langstrumpf 

#streetart #graffiti #art #urbanart #graffitiart #streetphotography #street #mural #streetarteverywhere #photography #wallart #artist #artwork #streetartist #streetartphotography #graff #streetstyle #painting #contemporaryart #urban #spraypaint #photooftheday #sprayart #muralart #arte #love #instagraffiti #graffitiporn #arteurbano #handstand",0,19,quizzzard,47.05016819999999,8.3093072,Lucerne,Switzerland,no mention
472,🐣 Batman 🦇 Reinert the dog @reinertthedog & streetart made by @jps_artist in the city Stavanger in Norway 🇸🇯 #stavanger #streetart #streetarteverywhere #streetartnorway #streetartaddicted #photo #streetartphoto #streetartlover #batman #batmanstreetart #cartoon #urbanart #sprayart #gatekunst #graffiti #graffitiart #bestoftheday #city #town #graffitistyle #norwegiangraffiti #streetartstavanger #stencilart #gatekunststavanger #dog #dachshund #doglife #wall #mural #muralart,0,10,bildemannenpaul,60.47202399999999,8.468945999999999,NO,Norway,no mention
473,"Volkspark Friedrichshain
Mural von @tristaneaton 
...
#igersberlin #ig_berlin #ig_berlincity #visit_berlin #meinestadtberlin #meinberlin #awesomeberlin #dasechteberlin #berliner #loves_united_berlin #photography #mural #muralsofberlin #art #muralart #artwork #wandmalerei #streetartberlin #streetart #tristaneaton #streetartberlin #volksparkfriedrichshain #berlinstreetphotography #",0,22,fotoschuja,52.5280353,13.4363934,Volkspark Friedrichshain,Germany,no mention
474,"#arte #artecallejero #murosdecorados  #grafittis #grafittisart  #graffitiartist  #loves_camera #arteurbano #followerart #artecallejero #artist #streetart #urbanart #distritograffiti #graffiti n_wallart #streetphotography #photomurals #streetarthunter #lugares #urbanvibescommunity #muralart #urbanshot
 #urbanphotography #persianasartesanart #urbanart #borondoart #laciudadcomoescenario #arteurbana  #streetart_official #artwork #realismart #sprayart",0,7,cazadoradegraffitis,41.7834841,1.9091232,El Llobregat,Spain,no mention
475,"you are allowed to take up space. own who you are and what you want for yourself. stop downplaying the things you care about, the hopes you have. own your passions, your thoughts, and your fire. stop putting your worth in the hands of others. don’t back down from expressing yourself, from saying your name proudly. never stop elbowing your way into this big world, because you belong here and you matter. take up that space and keep making it bigger✨

#takeupspace #beproud #miami #miamibeach #lv #louisvuitton #mural #muralart #instadaily #fashiondaily #whatiwore #blazerdress #louboutin #windsor #yqg #mia",0,59,tessajohnstonn,27.6648274,-81.5157535,FL,United States,no mention
476,@marinacapdevila #graffitiart #graffiti #mural #muralart #arteurbano #urbanart #santander #cantabria #españa #spain,0,5,jczamor,35.5888995,-5.3625516,Tetouan,Morocco,@marinacapdevila
478,"""A cara de perro""🐶
#graffiti #art #arteenlaciudad #streetartandgraffiti #mural #arte #graffiti_n_wallart #graffiti_art #wallart #graffitilovers #graffitiadict #graffiti_aroundtheworld #artecallejero #arteenlascalles #colombia #medallo #medellin2020 #graffitiadiction #fotosporelmundo #porlascalles #caminandoconmochilaycamara #andandoporai #andandoporelmundo #viajeroscallejeros #viajerosargentinos #viajandoyconociendo #viajerosafull #foteandoando #fotosporahi #fotosdeviajes",0,0,cecivargas.ce,6.2476376,-75.56581530000001,Medellín,Colombia,no mention
479,"It's a beautiful sunny day in Chico so I took my mom on a mural tour. This was our 1st stop. This piece by Shane Grammer is located at 9th & Wall on family owned restaurant,  La Cocina Economica. 

#lacocinaeconomica #chicoca #chico #chicoismyhometown #mural #muralartist #shanegrammer #shanegrammerarts #downtownchicoca #mom #womenofchico #mexicanportrait #arttour #perfectday #healingthroughart #livingwithdementia",0,0,spunorganic,39.7261623,-121.8336428,905,United States,no mention
480,"Finally, it's grouted! 😁🌞❤️ #makeartnotwar #mosaicwall #mosaiclovers #obey #mural #mosaico #mosaichouse #mosaic #mosaikkunst  #mosaik #mosaicmural #mosaicomoderno #mosaicisart",0,3,villa.bunta,48.7904472,11.4978895,BY,Germany,no mention
481,"El fabuloso Gota de Plata , fondo de mil fotos de graduación 🤣😂.

El Auditorio Gota de Plata es un auditorio ubicado en el Parque David Ben Gurión en Pachuca de Soto, en el estado de Hidalgo,  México.Cuenta con 14 000 m² de construcción y tiene capacidad para 2000 espectadores.
Se sitúa en la cabecera sur del parque y dada su posición, actúa como remate visual del mar de colores, efecto realizado por el mosaico Homenaje a la Mujer del Mundo de Byron Gálvez Avilés.
.
.
.
.
.
.
.
.
.
.
.
.
#pisal #pachuca #pachucahidalgo #hidalgo #hidalgomexico #igersmexico #igershidalgo #gotadeplata #mural #colors #arquitectura #architecture #architecturephotography #dronestagram #dronephotography #droneshots #mexico #mexicomagico",0,2,duckquesada,20.0920833,-98.7745366,s/n,Mexico,no mention
484,.'.#bubble what?.'. #graffiti #graffitiart #streetart #urbanart #arturbain #arteurbano #artedelarua #artdelarue #artecallejero #mural #spraypaint #spraypaintart #walls_talking #graffiti_n_wallart #total_urbanart #total_graffiti #total_streetart #jj_urbanart #tv_graffiti #tv_colors #raw_colours #circle #photoshopedit #invertedphotography #soulinversion #Nikon #NikonD3200 #Budapest #Hungary,0,1,soulinversion,47.162494,19.5033041,HU,Hungary,no mention
485,"Vive la experiencia del festival de Ancón en este mural con realidad aumentada de @alcaldiadelaestrella y @desarrollo_eficaz 
Descarga la App GraffAR
Y vive el arte urbano con realidad aumentada
https://play.google.com/store/apps/details?id=com.DesarrolloEficaz.GraffVR
@burubae_ 
#augmentedreality #realidadaumentada #vuforia #unity3d 
#murales #mural #muralesarcilla #mural",0,1,arcilladigital,6.151144899999999,-75.636623,La Estrella,Colombia,no mention
486,"🌇
.
.
.
.
.
.
.
#streetart #street #streetphotography #sprayart #urban #urbanart #urbanwalls #wall #wallporn #graffitiigers #stencilart #art #graffiti #instagraffiti #instagood #artwork #mural #graffitiporn #photooftheday #stencil #streetartistry #stickerart #pasteup #instagraff #instagrafite #streetarteverywhere",0,7,pr.in.ce__,11.1271225,78.6568942,TN,India,no mention
487,"Funeral Friday
___
#vacation #photo #cheyenne #wyoming #streetart #mural #friday #colors #microphone #brick #wall #photooftheday #instagood #bold #speak #art",0,1,therealreedmarkd,43.0759678,-107.2902839,WY,United States,no mention
488,#aidz #mural #art #laart #streetart #urbanart #urbanwalls #streetartla #lastreetart #losangelesstreetart #streetartphotography #urbanphotography #streetphotography #streetartlosangeles #streetartworldwide #streetarteverywhere #midcity #losangeles,0,6,skipoc,36.89853,-95.92502499999999,112,United States,no mention
491,"Aprovechando los últimos destellos de luz natural de ese día ! 
.
Modelo: @salazarsoto0894 
Foto: @morales.milan @moralesmilanfotografia 
.
#portaretratos #portrait_captures #portrait_mexico #portrait_today #portraits #portraitphotography #portrait_shot #portrait #urban_shots #urban_portrait #urbanart #urban_photography #urbanphotography #street_photography #street_vision #streetphotography #retrato #fotisimo",0,2,moralesmilanfotografia,22.1564699,-100.9855409,San Luis Potosí,Mexico,no mention
494,"My mother: Be careful and dont talk to  strangers 
Me: Excuse me sir I just met in an alley,  can I take your picture ?

This is the after--> swipe for the before

🖌+🧱=📸 #urbanphotography #citylife #urbanart #new #walk #outside #follow4followback #like4likes #like4likes #likeforlikeback #followers #followfollowfollow #perspective #live #explorepage #world #inspiration #edits #streetphotography #qapturingthequeencity #structure #photographer  #manchesternh #manchesternewhampshire #603love #artist #painting #wmur #urbandecay #blackandwhitephotography #life",0,3,qapturingthequeencity,53.4807593,-2.2426305,Manchester,United Kingdom,no mention
498,"Ah oui tiens, pourquoi pas, bien cordialement bisous 
..
..
..
#paris #parisview #parisvibes #parisianlife #parisienne #parisianvibes #parisianlifestyle #streetart #street #insta_paris #ig_paris #igerparis #igersparis",0,1,cmllgrd,46.227638,2.213749,FR,France,no mention
500,Un peu d'évasion le temps d'un week end ... 🌞😁 #bayonne #paysbasque #france #love #photography #baiona #picoftheday #sudouest #photo #instagood #biarritz #streetart #architecture #art #nature #anglet #summer #cotebasque #holidays #photographer #sun #basquecountry #friends #instagram #euskadi #photooftheday #travel #instapic,0,9,marion_lbet,42.9896248,-2.6189273,PV,Spain,no mention
504,"Vibra gratitud Da gracias🙌Vibes of gratitude Give thanks🙌 

#inspirational_origami #inspiracion #motivational #rucksackwanderer #motivacion #hope #gracias #cdmx #dagracias #givethanks #origami #vibragratitud #gratitud #abundancia #apreciar #méxico #streetart #artedelacalle",0,2,inspirational_origami,19.4326077,-99.133208,México D.F.,Mexico,no mention
508,"La ville dissimulée 
.
@narcisse_e.esfahani 
.
.
.
.
.
.
.
.
.
.
.
.
.
.
_____________________________________
#narcisseesfahani 
#contemporaryart #contemporaryartist #contemporaryphotography #contemporanyart #contrmporaryphotographer #fineartphotography #fineartpainting #visualart #visualartist #mccordmuseum #beauxarts #photooftheday #nycphotographer #nycphotography #fotografia #photographienature #streetphotography #streetart #cityscape #cityscapephotography #surealphotography #americanphotographer",0,5,sunrise.of.newyork,40.7127753,-74.0059728,New York,United States,no mention
513,"#питер #граффити #стритарт
#spb #graffity #streetart #walls",0,1,semi_reality,59.9310584,30.3609096,СПБ,Russia,no mention
515,"Urban Art vol.5261 (Paris-75019).
Artistes : ?
Insta : ?
📷 By Francis Tanneur ©️
________________________________________________
#parisstreetart #instaart #instagraffiti #streetartlovers #streetarteverywhere #streetart #streetartparis #streetartphotography #streetartistry #streetartist #streetartglobe #streetartaddict #artlovers #arturbain #graffiti #graffitiparis #graffitiporn #graffitiart #muralart #urbanart  #sprayart #spraypaint #wallpainting #wallart #francistanneur",0,3,francistanneur,46.227638,2.213749,FR,France,no mention
517,"👀 Love this eye by @mydogsighs in Miami !
.
.
 🌟 Follow @nextstreetgallery to receive street & contemporary art news and check amazing artworks available on website (Link in bio)
.
.
#streetart #urbanart #graffitiart #mural #muralart #painting #artwork #streetarteverywhere #streetartphotography #graffiti #eyedrawing #urbanartphotography #eye #welovestreetart #instaart #instagood #fridayvibes #hypebeastart #artlovers #contemporaryart #surrealism #arteurbano #wallart",0,69,nextstreetgallery,27.6648274,-81.5157535,FL,United States,no mention
518,"🚴🏼‍♂️

#argentina #buenosaires #mural #muralart #streetmural #streetart #streetphotography #urbanart #urbanphotography #bicycle #cycle #sanmartin #sanmartinpintabien

#mobilephotography #fotodecelular #shotonsamsung",0,2,yaymancuso,-34.5757521,-58.53709649999999,San Martín,Argentina,no mention
519,"""The sad in good friday""
‐‐---------------------------------🖤--------------------------------- #nippesandglory #nippes_glory #streetart #mannheim
-
-
ART BY
???
-
-
#dsb_graff #jj_urbanart #streetarthunter #rsa_graffiti #be_one_urbanart #welovestreetart #urbanstreetart #streetarteverywhere #urbanartist #instastreetart #graffitiart #streetartphoto #streetartofficial #streetartdaily #arteurbana #muralart #streetartnews #thegraffitihub #streetartwork #streetartlovers #mural_hunter #goodfriday #godlovesart #mannheimstreetart #streetartmannheim #urbanart
-
-
Picture by
@nippes_glory
@jakobfriedrichs -
-
-‐--------------------------------©️2020‐----------------------------",0,9,nippes_glory,38.9144818,-77.0888434,4645,United States,no mention
525,🎨 #natgeocityphotography #prememagazine #sonyalpha #streetphotography #filmmaking #freelancephotographer #graffitiwall #graffitiworld #freelancevideographer #cinematography #graffitiart #graffitiphotography #drawing #mural #canvas #paintingoftheday #portraitphotography #landscapephotography #natgeoyourshot #natgeotravel #nature #naturephotography,0,2,shotbygreenlight,41.2033216,-77.1945247,PA,United States,no mention
527,#streetart #graffiti #mural,0,1,fsandovalz,20.6595382,-103.3494376,Jal.,Mexico,no mention
528,"Kumbia psicodélica en @thedogpb 
En mi familia somos muchos primos y cada generación tiene un idiota, yo soy el idiota de la mía y mi prima es la idiota de la suya, cuando nos juntamos, es pura estupidez XD XD XD Gracias q @greenlivingqueen qué me ha hecho sentir en casa 🥺🥺
En la ultima foto están los nombres de los perritos de los homies, los que todavía siguen y los que se fueron ❤️
•
•
•
•
•
•
#monksart #neonart #muralist #mural #neon #pb #doglovers",0,8,themonks_,36.3556175,-93.9973222,County Rd 74,United States,no mention
533,"Thanks to our friend @hannah_judah  for sharing this amazing art work by @placee_boe & @whoamirony 
➖➖➖➖➖➖➖➖➖➖➖ ➖➖➖ To submit your works :
@urbanvibescommunity 
#urbanvibescommunity ➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖➖
#streetartlovers 
#art#artist#artwork#wall#wallart#wallporn#graffitiart#graffiti#graffitiporn#urban#urbanart#urbanwall#urbanphotography#street#streetart#streetstyle#streetphotography#urbanlife#painting #urbanwalls#photoart#streetart_daily#streetartbristol #uk #bristol",0,31,urbanvibescommunity,55.378051,-3.435973,GB,United Kingdom,no mention
534,"That’s two Hail Marys and an Our Father then lads.
.
New prints on shop!
.
Happy Easter lads.
.

#ladieswhopaint #mixedmediacanvas #canvaspainting #opencall #contemporaryart #urbanart #urbanartwork #artdaily #modernart #spraypaint #acrylicart #oilpaint #instaart #autobiographyart #storytellingart #biographyart #artist #dublinartist #londonartist #feministart #feminism #sketchbooks #sketchinspo #drawings #artists #storytelling #sketchbookideas #watercolour",0,14,dirteemurfee,53.1423672,-7.692053599999999,Ireland,None,no mention
537,"“ Fe de erratas “ - hermoso libro de Ajmátova, recomendado por la genia de @galernalibros de Puerto Madero. #lecturas #lecture #cityphotography #urbanart #arte #artofinstagram #writer #writersofinstagram #writerscommunity #poesia #poetrycommunity #poetry #instamood #instabook #instamoment #instadaily #picooftheday #buenosairescity",0,4,movimiento.robespierre,-34.6036844,-58.3815591,CABA,Argentina,no mention
