,Caption,Comments,Likes,URL,Object_Num,Label_0,Label_1,Label_2,Engagement,lat,lon,Short Name,Country,tagged_users
720,"@nychos wall in California, USA 🇺🇸(2018)
•
#nychos #urbanart #streetart #painting #streetartofficial #contemporaryart #lancaster #california",16.0,2603.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/43650059_1453987564744998_3009348687974367232_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=cFF4EkgZifEAX-bg7cG&ccb=7-4&oh=209e8d88629a608e5257ce05af1a383e&oe=608AB818&_nc_sid=30a2ef&ig_cache_key=MTg4NzE4ODIxMzEyNTA4MTA5Mg%3D%3D.2-ccb7-4,1.0,Wood, Motor vehicle, Gas,41648.0,36.778261,-119.4179324,CA,United States,@eron_artist
721,"@okudart wall in Moscow, Russia 🇷🇺(2018)
•
#okudart #urbanart #streetart #painting #streetartofficial #contemporaryart #moscow #russia",27.0,5169.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/42117277_325827461558187_50838582989946880_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=Goh9U9rf1z8AX_J9J0y&ccb=7-4&oh=9b1f6665df3666a092cc1d5f170e88f9&oe=60891EED&_nc_sid=30a2ef&ig_cache_key=MTg4NjkxMDY4MDc2ODc4NzMzMQ%3D%3D.2-ccb7-4,0.0,Building, Sky, Daytime,139563.0,55.74582873357173,37.61436753740832,Moscow,Russia,@a_r_d_i_f
722,"@hopare1 wall in Toulouse, France 🇫🇷(2018)
•
#hopare1 #urbanart #streetart #painting #streetartofficial #contemporaryart #tolouse #france",55.0,7120.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/42499248_536305890130465_8440830331258404864_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=rc25iDybvmsAX-MAEaQ&ccb=7-4&oh=179484f6b85037bde9e073a259d78d87&oe=60890018&_nc_sid=30a2ef&ig_cache_key=MTg4NjM5MzExODk1NjEyMTkxNQ%3D%3D.2-ccb7-4,1.0,Art paint, Paint, Orange,391600.0,43.604652,1.444209,Toulouse,France,@inti_cl
723,"@matthiasmross wall in Walldorf, Germany 🇩🇪(2018)
•
#beztetam #urbanart #streetart #painting #streetartofficial #contemporaryart #waldorf #germany",24.0,4452.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/42664940_492930974509601_5789979531234246656_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=W5QF4pBp4tkAX9A1w5c&ccb=7-4&oh=8f00acc90abd9ed9c348976ca84dcc17&oe=608B76D0&_nc_sid=30a2ef&ig_cache_key=MTg4NjE2NDYzNDc2NTczMjYwNg%3D%3D.2-ccb7-4,5.0,Bird, Sky, Phasianidae,106848.0,49.3063689,8.642769300000001,Walldorf,Germany,@sasha.korban
724,"@bezt_etam wall in Leiria, Portugal 🇵🇹(2018)
•
#beztetam #urbanart #streetart #painting #streetartofficial #contemporaryart #leire #portugal",10.0,2420.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/42002549_327690884707102_5531545572302913536_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=QGabsZKFCIMAX8O3XVZ&ccb=7-4&oh=8824381b705d3d496dc029018253050c&oe=6089AB30&_nc_sid=30a2ef&ig_cache_key=MTg4NTc1NTIxNTg3NTcyODc0NQ%3D%3D.2-ccb7-4,3.0,Sky, Building, Wheel,24200.0,39.754935852327655,-8.802980499560395,Leiria,Portugal,@seth_globepainter
725,"@lonacpot wall in Bolougne-Sur-Mer, France 🇫🇷(2018)
•
#lonacpot #urbanart #streetart #painting #streetartofficial #contemporaryart #bolougnesurmer #france",14.0,3283.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/42878519_281167059168589_6971595360158351360_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=KOtxxHnFdBAAX-ezNaI&ccb=7-4&oh=93b5da9b3bf37b0fdaeafac8452b2475&oe=6089EF76&_nc_sid=30a2ef&ig_cache_key=MTg4NTUzMDY2MDA4NzMyNzkyMA%3D%3D.2-ccb7-4,2.0,Sky, Building, Street fashion,45962.0,50.71921550738925,1.6183321054659363,Boulogne-sur-Mer,France,@jr
726,"@james_bullough wall in Chicago, Illinois, USA 🇺🇸(2015)
•
#jamesbullough #urbanart #streetart #painting #streetartofficial #contemporaryart #chicago #illinois",21.0,4113.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/42951685_151303022484888_5689620297443966976_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=100&_nc_ohc=O9NQxbonvlMAX8T-2Gr&ccb=7-4&oh=faae7b91107b484eba7fe7be4b19d495&oe=608BF476&_nc_sid=30a2ef&ig_cache_key=MTg4NTAyNTU4NjU5Njc0NDcwMQ%3D%3D.2-ccb7-4,1.0,Sky, World, Gesture,86373.0,41.870639495473036,-87.63635398307581,Chicago,United States,@janaundjs
727,"@a_r_d_i_f wall in Paris, France 🇫🇷 (2018)
•
#ardif #urbanart #streetart #painting #streetartofficial #contemporaryart #paris #france",20.0,4603.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/42004255_242406806444635_3373190455838638080_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=iH3vKAfmWmsAX8OQGNZ&ccb=7-4&oh=ec127af33244eb3187f7722d46fc5ec2&oe=608A9CC7&_nc_sid=30a2ef&ig_cache_key=MTg4NDc4MjQzMTc0NTk0Mzg3OA%3D%3D.2-ccb7-4,1.0,Primate, Graffiti, Font,92060.0,48.894703374621585,2.3413663122957797,Place des Abbesses,France,@nychos
728,"@seth_globepainter wall in Miami, Florida, USA 🇺🇸(2018)
•
#sethgoobepainter #urbanart #streetart #painting #streetartofficial #contemporaryart #miami #florida",27.0,6100.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41966161_538114169993013_8272158916775772160_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=cjPKyyH5Y_gAX9H7mox&ccb=7-4&oh=667665059b8b293235a486a6a664f0b3&oe=608962E6&_nc_sid=30a2ef&ig_cache_key=MTg4NDA2Mzc5MTc3ODEwNzQ0OA%3D%3D.2-ccb7-4,4.0,Footwear, Cloud, Street light,164700.0,25.770794109599013,-80.18710136440755,Miami,United States,@okudart
729,"@case_maclaim wall in Playa Vista, California, USA 🇺🇸(2015)
•
#casemaclaim #urbanart #streetart #painting #streetartofficial #contemporaryart #playavista #california",15.0,2862.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/42080503_1145114755651293_2125807081201074176_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=51Uo3RghcFgAX-q-CcE&ccb=7-4&oh=5d183fb5c20f4750b9d68fe64b1d00c6&oe=608BBED5&_nc_sid=30a2ef&ig_cache_key=MTg4MzI4OTUzMzUyNzU3NDExNQ%3D%3D.2-ccb7-4,3.0,Textile, Shorts, Pink,42930.0,33.9753949,-118.4192311,Playa Vista,United States,@hopare1
730,"@_millo_ wall in Estarreja, Portugal 🇵🇹(2018)
•
#millo #urbanart #streetart #painting #streetartofficial #contemporaryart #estarreja #portugal",6.0,2518.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/42148551_315914185859564_5265748269899710464_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=k19sacqaDJsAX8-egdV&ccb=7-4&oh=93dab175de9f1d633a0c526edc270c55&oe=608A9490&_nc_sid=30a2ef&ig_cache_key=MTg4MjgxNzU4NTM2NjMxNjE0MQ%3D%3D.2-ccb7-4,2.0,Sky, Building, Blue,15108.0,40.7528385,-8.5709856,Estarreja,Portugal,@matthiasmross
731,"@astro_odv_cbs wall in Saint-Denis, France 🇫🇷(2018)
•
#astroodvcbs #urbanart #streetart #painting #streetartofficial #contemporaryart #saintdenis #france",18.0,2687.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/42321755_1829495103826681_8489652457167650816_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=8Keb9FBrGZAAX9vktcu&ccb=7-4&oh=e3132cb114dc7d304403a356e0260a66&oe=608B9CA9&_nc_sid=30a2ef&ig_cache_key=MTg4MjUyNjQ0MDIwMzU5NDYzMA%3D%3D.2-ccb7-4,1.0,Photograph, Light, Infrastructure,48366.0,48.936181,2.357443,Saint-Denis,France,@bezt_etam
732,"@pichiavo wall in Valencia, Spain 🇪🇸(2018)
•
#pichiavo #urbanart #streetart #painting #streetartofficial #contemporaryart #valencia #spain",23.0,4652.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/42068826_314314619119328_4832770293212643328_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=PV_YAbRp3_8AX8pu5F4&ccb=7-4&oh=59ad9cacc99f327d15bea6ffadadaa84&oe=608AE4A1&_nc_sid=30a2ef&ig_cache_key=MTg4MjA0NjcyNDk5NjcyNjA3MQ%3D%3D.2-ccb7-4,2.0,Paint, Sky, Pink,106996.0,39.475175524241074,-0.38299864915672543,Carrer de la Creu Nova,Spain,@lonacpot
733,"@mantrarea wall in Hyvinkään, Finland 🇫🇮(2018)
•
#mantrarea #urbanart #streetart #painting #streetartofficial #contemporaryart #hyvinkään #finland",17.0,2522.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41540527_415310565671199_7988027348173717504_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=PAhwLGyaqVIAX-1tAhQ&ccb=7-4&oh=70596e394c823320f9ee73d53e9966f4&oe=608A81D9&_nc_sid=30a2ef&ig_cache_key=MTg4MDcyNTI0OTk0NTU4MDkyNw%3D%3D.2-ccb7-4,7.0,Sky, Cloud, Building,42874.0,60.62995249999999,24.858079699999998,Hyvinkää,Finland,@james_bullough
734,"@mydogsighs wall in Philadelphia, Pennsylvania, USA 🇺🇸(2018)
•
#mydogsighs #urbanart #streetart #painting #streetartofficial #contemporaryart #philadelphia #pennsylvania",28.0,4205.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/40051116_235959533742066_5525962750473273344_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=106&_nc_ohc=_Kp5OINRX4kAX9U9rDs&ccb=7-4&oh=a7446fcffddd2636a80cc3af3a03c27f&oe=60896615&_nc_sid=30a2ef&ig_cache_key=MTg4MDU4NjUzOTU1NTk3OTA3Ng%3D%3D.2-ccb7-4,1.0,Building, Daytime, Sky,117740.0,39.94571385806847,-75.17406885051956,Philadelphia,United States,@a_r_d_i_f
735,"@inoexpo wall in Lodz, Poland 🇵🇱(2018)
•
#inoexpo #urbanart #streetart #painting #streetartofficial #contemporaryart #lodz #poland",18.0,3533.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41766321_2248843941810109_6065806247993540608_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=s21db-BA2TsAX-iX8ig&ccb=7-4&oh=81d3f6c34b7f85be717e84d120967415&oe=6089829F&_nc_sid=30a2ef&ig_cache_key=MTg4MDM2NTcwNzQxMTkxMDAwOA%3D%3D.2-ccb7-4,2.0,Sky, Building, Plant,63594.0,51.75463916027448,19.459445533710962,Łódź,Poland,@seth_globepainter
736,"@dzia wall in Belfast, United Kingdom 🇬🇧(2018)
•
#dzia #urbanart #streetart #painting #streetartofficial #contemporaryart #belfast #uk",12.0,4145.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41837741_162959691308107_2707117963978211328_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=TDjioXJEA9AAX-oFEzA&ccb=7-4&oh=bf906521821dfee90c0c56a9db19e73b&oe=6089D62D&_nc_sid=30a2ef&ig_cache_key=MTg3OTY2NjkwMTI1OTE2MDk5Mw%3D%3D.2-ccb7-4,3.0,Vertebrate, Azure, Organism,49740.0,54.59728500000001,-5.93012,Belfast,United Kingdom,@case_maclaim
737,"@2alasofficial wall in Miami, Florida, USA 🇺🇸(2018)
•
#2alas #urbanart #streetart #painting #streetartofficial #contemporaryart #miami #florida",6.0,2825.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41544229_678964535811831_8594205000673001472_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=yt8QlNjwFZQAX8nZzNo&ccb=7-4&oh=99d198487f29787aac67a39b009129cb&oe=608B58FC&_nc_sid=30a2ef&ig_cache_key=MTg3OTIzMjMyMTIzNDQ5NTk5NQ%3D%3D.2-ccb7-4,2.0,Sky, Building, Art,16950.0,25.764503204928737,-80.19274016473909,Miami,United States,@_millo_
738,"@guidovanhelten wall in Faulkton, South Dakota, USA 🇺🇸(2018)
•
#guidovanhelten #urbanart #streetart #painting #streetartofficial #contemporaryart #southdakota #faulkton",7.0,3187.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41649950_2253059278272478_4159750764765380608_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=1brqOvSddsQAX_RxmqL&ccb=7-4&oh=14a35d06a1ec49a89d7a9ea4f1595e19&oe=608C74D5&_nc_sid=30a2ef&ig_cache_key=MTg3ODM3ODI2NTg4ODc3MTcwNA%3D%3D.2-ccb7-4,1.0,Sky, Building, Motor vehicle,22309.0,45.03497429999999,-99.1239979,Faulkton,United States,@astro_odv_cbs
739,"@sainer_etam wall in Helsinki, Finland 🇫🇮(2018)
•
#saineretam  #urbanart #streetart #painting #streetartofficial #contemporaryart #helsinki #finland",5.0,1707.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41798739_153480445590859_7074461321546170368_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=Hp-IDc4TfAgAX-nPHeL&ccb=7-4&oh=32cede35b061e2dee66cbf5229e388a6&oe=608A36C1&_nc_sid=30a2ef&ig_cache_key=MTg3ODE0ODg3NjkyMDE1NjI1Ng%3D%3D.2-ccb7-4,3.0,Sky, Car, Building,8535.0,60.16985569999999,24.938379100000002,HKI,Finland,@pichiavo
740,"@nevercrew wall in Winzerla, Germany 🇩🇪(2018)
•
#nevercrew #urbanart #streetart #painting #streetartofficial #contemporaryart #winzerla #germany",17.0,2549.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41529849_323839288350397_3464296324323606528_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=101&_nc_ohc=i3v4KPrUfKUAX_wuIgO&ccb=7-4&oh=1446e2ab4113a5fad6a94341ab2e1176&oe=6089C05C&_nc_sid=30a2ef&ig_cache_key=MTg3NzQ2NzM4MjU0NzQyMDg2Nw%3D%3D.2-ccb7-4,3.0,Blue, Plant, Azure,43333.0,50.9017553,11.5780131,Winzerla,Germany,@mantrarea
741,"@sonnysundancer for @unicef wall in New York City, New York, USA 🇺🇸(2018)
•
#sonnysundancer #unicef #urbanart #streetart #painting #streetartofficial #contemporaryart #newyorkcity #newyork",28.0,3821.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41574712_2137549772962426_969051858721046528_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=WI2a8A0idkIAX9dAC-s&ccb=7-4&oh=8495cd5c85f9dfd50e424c8dc6b2b5e1&oe=6089419A&_nc_sid=30a2ef&ig_cache_key=MTg3Njc1MTQ5ODM0NjI2NDE2MQ%3D%3D.2-ccb7-4,1.0,Paint, Graffiti, Art,106988.0,40.7225717209865,-74.00758536902144,New York,United States,@mydogsighs
742,"@janaundjs wall in Molhouse, France 🇫🇷(2018)
•
#janaundjs #urbanart #streetart #painting #streetartofficial #contemporaryart #molhouse #france",12.0,3313.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41908664_328592144582138_4655169027541303296_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=102&_nc_ohc=bTIxIRChKKsAX-UhJeI&ccb=7-4&oh=5c12ef2275544378c03fe82afe2bcd8a&oe=608A5098&_nc_sid=30a2ef&ig_cache_key=MTg3NjQyMjU4ODcxMDU3OTI5Mg%3D%3D.2-ccb7-4,2.0,Photograph, Building, Urban design,39756.0,47.76079863019953,7.344737713946673,Mulhouse,France,@inoexpo
743,"@obeygiant wall in Moscow, Russia 🇷🇺(2016)
•
#obeygiant #urbanart #streetart #painting #streetartofficial #contemporaryart #moscow #russia",8.0,1926.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41681875_978326372371415_8109161501983506432_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=NhHLh6OeyhYAX9k6XiJ&ccb=7-4&oh=b03a528cc7654d0b737ba633c80b8f61&oe=6088D3F8&_nc_sid=30a2ef&ig_cache_key=MTg3NjAyNTEyOTM0MTYxNDc3Mg%3D%3D.2-ccb7-4,0.0,Cloud, Sky, Motor vehicle,15408.0,55.74892034582379,37.627193629708316,Moscow,Russia,@dzia
744,"@_millo_ wall in Bonito, Italy 🇮🇹(2016)
•
#millo #urbanart #streetart #painting #streetartofficial #contemporaryart #bonito #italy",12.0,2868.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/42003944_508901866258784_8918110156869337088_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=nB8BgqFgOSEAX9IX_fJ&ccb=7-4&oh=ef8f94fbcd133f9cd1f44931b627c5c0&oe=608C632B&_nc_sid=30a2ef&ig_cache_key=MTg3NTcwMzUzNTkzMDk2NzgzNg%3D%3D.2-ccb7-4,1.0,Rainbow, Sky, Cloud,34416.0,41.09845079999999,15.0011826,Bonito,Italy,@2alasofficial
745,"@sandro_d_artiste wall in Paris, France 🇫🇷(2018)
•
#sandroartiste #urbanart #streetart #painting #streetartofficial #contemporaryart #paris #france",24.0,4433.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/42002260_307401696754856_2614084325192237056_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=108&_nc_ohc=UXbKC4n8V2IAX-1NvHb&ccb=7-4&oh=95f63a1e334668685e52c7e93f13f676&oe=608B703E&_nc_sid=30a2ef&ig_cache_key=MTg3NTI5NTM0MzMyOTc4NTQ3MQ%3D%3D.2-ccb7-4,1.0,Sky, Paint, Cloud,106392.0,48.85341280917214,2.350733901358078,Paris,France,@guidovanhelten
746,"@peeta_ead wall in Mantua, Italy 🇮🇹(2018)
•
#peetaead #urbanart #streetart #painting #streetartofficial #contemporaryart #montua #italy",18.0,3370.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41681868_246258786078993_3598845387575656448_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=109&_nc_ohc=_K9j_nkGRd4AX8RBmpy&ccb=7-4&oh=2c8beb4359ac99110d8b9387b6779319&oe=608A00A5&_nc_sid=30a2ef&ig_cache_key=MTg3NDYzMzI0MjE1MjAxNDAxMg%3D%3D.2-ccb7-4,1.0,Cloud, Sky, Building,60660.0,45.156416799999995,10.7913751,Mantua,Italy,@sainer_etam
747,"@pixelpancho wall in Sacramento, California, USA 🇺🇸(2018)
•
#pixelpancho #urbanart #streetart #painting #streetartofficial #contemporaryart #sacramento #california",18.0,3503.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/40631322_644176909316633_4534155871550177280_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=105&_nc_ohc=qqTdSNwWkXEAX8Ef8Ub&ccb=7-4&oh=3cacef5ed408ef2b75a4452fa9fb31bd&oe=608B9A24&_nc_sid=30a2ef&ig_cache_key=MTg3NDA1NTA4MzY3NzQ1MDc4OA%3D%3D.2-ccb7-4,2.0,Art, Graffiti, Building,63054.0,38.6610135,-121.3528463,Wall St,United States,@nevercrew
748,"@victor__ash wall in Copenhagen, Denmark 🇩🇰(2018)
•
#victorash #urbanart #streetart #painting #streetartofficial #contemporaryart #copenhagen #denmark",31.0,6893.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/40567438_1914499468615360_3752244173231620096_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=WaXLy3--Z7AAX89UMBH&ccb=7-4&oh=d9ee7e046e25a8f61fa389eb601a8cd0&oe=6088EE3D&_nc_sid=30a2ef&ig_cache_key=MTg3Mzg3NDgwMzQwNjgyNDAzNg%3D%3D.2-ccb7-4,3.0,Sky, Plant, Cloud,213683.0,55.676096799999996,12.568337199999998,Copenhagen,Denmark,@unicef
749,"#ROA wall in Lexington, Kentucky, USA 🇺🇸(2014)
•
#roastreetart #urbanart #streetart #painting #streetartofficial #contemporaryart #lexington #kentucky",19.0,4890.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41512809_327682784653483_7068697784672583680_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=3_nqlvfJuooAX-cmMS0&ccb=7-4&oh=30dbd1d209cd820388075d838d4800ea&oe=608BA043&_nc_sid=30a2ef&ig_cache_key=MTg3MzUzMDc0NjA3NTgwMzE2NA%3D%3D.2-ccb7-4,5.0,Cloud, Plant, Sky,92910.0,38.040583700000006,-84.50371640000002,Lexington,United States,@janaundjs
750,"@a_r_d_i_f wall in Paris, France 🇫🇷(2018)
•
#ardif #urbanart #streetart #painting #streetartofficial #contemporaryart #paris #france",22.0,4480.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41099477_2383474488359455_3649885129653878784_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=AKozAgwZMgsAX92hM-d&ccb=7-4&oh=b58124be72f921a5d820677e3455c6f4&oe=608A44C9&_nc_sid=30a2ef&ig_cache_key=MTg3MzIzNTYzNzI1MzkyNjg2NQ%3D%3D.2-ccb7-4,1.0,Pollinator, Butterfly, Insect,98560.0,48.88662484463851,2.3306122120585115,Place des Abbesses,France,@obeygiant
751,"@faith47 wall in Cape town, South Africa 🇿🇦(2014)
•
#faith47 #urbanart #streetart #painting #streetartofficial #contemporaryart #capetown #southafrica",11.0,2359.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41464248_471076160070664_8016130135235231744_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=104&_nc_ohc=efUqVxelbLQAX8c5oGm&ccb=7-4&oh=49e26ae46303ecfa6a393b8f48400cde&oe=608A09FE&_nc_sid=30a2ef&ig_cache_key=MTg3MjQ5MjQzMDk3MDgxMzk1Nw%3D%3D.2-ccb7-4,2.0,Wood, Art, Sculpture,25949.0,-33.92133340896168,18.576116048708148,Cape Town,South Africa,@_millo_
752,"@ernestzacharevic wall in Georgetown, Malaysia 🇲🇾(2018)
•
#ernestzacharevic #urbanart #streetart #painting #streetartofficial #contemporaryart #georgetown #malaysia",11.0,2194.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41126365_539626799797767_2138656240371236864_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=103&_nc_ohc=_sYeiPmpbyoAX8OlvgV&ccb=7-4&oh=6b4a254793e9fce3ecd4bcb52e89ce93&oe=6089A548&_nc_sid=30a2ef&ig_cache_key=MTg3MjAzNzcxNTExNTc5NDYwOQ%3D%3D.2-ccb7-4,2.0,Daytime, Photograph, White,24134.0,5.4141306999999985,100.32875059999999,George Town,Malaysia,@sandro_d_artiste
753,"@saype_artiste wall in Geneva, Switzerland 🇨🇭(2018)
•
#saypeartist #urbanart #streetart #painting #streetartofficial #contemporaryart #geneva #switzerland",42.0,5825.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/40667947_264840967477519_8654962737618616320_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=cGSuwIRp6ewAX_7TJAe&ccb=7-4&oh=e1f7ae0c8145e3b94065cccee50ed917&oe=6088C644&_nc_sid=30a2ef&ig_cache_key=MTg3MTY3MTc3MTA2NzcxMjA2OA%3D%3D.2-ccb7-4,1.0,Plant, Sky, Tree,244650.0,46.2043907,6.143157700000001,Geneva,Switzerland,@peeta_ead
754,"@akut_herakut & @hera_herakut wall in Wittenberg, Germany 🇩🇪(2018)
•
#herakut #urbanart #streetart #painting #streetartofficial #contemporaryart #wittenberg #germany",9.0,2976.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41241859_2147607335480443_4334518052101029888_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=107&_nc_ohc=BX1KwYNOHEkAX8M19kj&ccb=7-4&oh=985dced6f763bce2adcabb0b227f0f45&oe=608B203F&_nc_sid=30a2ef&ig_cache_key=MTg3MTAzMDI5NDM4OTk4MzY1MA%3D%3D.2-ccb7-4,2.0,Sky, Cloud, Building,26784.0,51.88072626519958,12.628660041025364,Wittenberg,Germany,@pixelpancho
755,"@felipepantone wall in Dortmund, Germany 🇩🇪(2018)
•
#felipepantone #urbanart #streetart #painting #streetartofficial #contemporaryart #dortmund #germany",12.0,2587.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41227600_1080212968822510_4873382503236239360_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=110&_nc_ohc=eJTTvfendwYAX90IBfB&ccb=7-4&oh=fb0a1f59de6bab7d18ea22fec0229d17&oe=608A1C2D&_nc_sid=30a2ef&ig_cache_key=MTg3MDUzNTkyOTgzMDAyNzMwMA%3D%3D.2-ccb7-4,1.0,Cloud, Building, Sky,31044.0,51.5135872,7.465298100000001,DO,Germany,@victor__ash
756,"@_millo_ wall in Montreal, Canada 🇨🇦(2018)
•
#millo #urbanart #streetart #painting #streetartofficial #contemporaryart #montreal #canada",9.0,2426.0,https://scontent-bos3-1.cdninstagram.com/v/t51.2885-15/e35/41203728_1555080384638819_5497853495191011328_n.jpg?tp=1&_nc_ht=scontent-bos3-1.cdninstagram.com&_nc_cat=111&_nc_ohc=rv4S96abzbIAX93iv3S&ccb=7-4&oh=6aa98308693e08b9eb8332acea28e192&oe=608A9BED&_nc_sid=30a2ef&ig_cache_key=MTg3MDI2NTQyMzE3NjI1MTA3MQ%3D%3D.2-ccb7-4,1.0,Cloud, Sky, Motor vehicle,21834.0,45.496935421517385,-73.57204853053847,Montreal,Canada,no mention
